"Path","From","To","Action"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\rc.read.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\rc.write.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\mt.command.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\mt.read.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\mt.write.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\rc.command.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\rc.read.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\rc.write.1.tlog.bak-utf-16_le","UTF-16 LE","UTF-8","converted"
"C:\Users\haruurara\MyProject\SBOP2\.gitignore","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\build.bat","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Clean.bat","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\crc.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\crc.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Define\DefineInfoItemType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Define\StructInfoItemType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\GlobalDefine.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoAccount.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoAccount.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoAnime.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoAnime.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoCharBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoCharBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoDisable.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoDisable.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoEfcBalloon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoEfcBalloon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoFileList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoFileList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoFishing.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoFishing.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItemType\InfoItemTypeBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItemType\InfoItemTypeBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItemWeapon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoItemWeapon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEvent.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventGRPIDTMP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventGRPIDTMP.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventINITSTATUS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventINITSTATUS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventLIGHT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventLIGHT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventMAPMOVE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventMAPMOVE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventMOVE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapEvent\InfoMapEventMOVE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapObject.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapObject.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapObjectData.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapObjectData.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapParts.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapParts.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapShadow.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMapShadow.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMotion.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMotion.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMotionType.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoMotionType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillHEAL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillHEAL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillMOVEATACK.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSkill\InfoSkillMOVEATACK.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSystem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoSystem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEvent.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEvent.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventMENU.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventMENU.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventPAGE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTalkEvent\InfoTalkEventPAGE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTextEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Info\InfoTextEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\CryptUtil.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\CryptUtil.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\DataSlot.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\DataSlot.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\LayoutHelper.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\LayoutHelper.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\GetMD5.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\GetMD5.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\GetMD5File.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\GetMD5File.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\md5.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\md5\md5c.c","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\mfc\LogViewCtrl.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\mfc\LogViewCtrl.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\ParamUtil.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\ParamUtil.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\TextInput.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\TextInput.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\TextOutput.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Lib\TextOutput.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoAccount.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoAccount.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoCharBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoCharBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoDisable.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoDisable.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoEfcBalloon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoEfcBalloon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItemType.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItemType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItemWeapon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoItemWeapon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapEvent.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapEvent.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapObject.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapObject.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapObjectData.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapObjectData.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\LibInfo\LibInfoMapParts.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
